UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Connecticut Actual Load (MW),Maine Actual Load (MW),New Hampshire Actual Load (MW),Northeast Massachusetts Actual Load (MW),Rhode Island Actual Load (MW),Southeast Massachusetts Actual Load (MW),Vermont Actual Load (MW),Western/Central Massachusetts Actual Load (MW)
5/26/2024 15:00,5/26/2024 10:00,5/26/2024 11:00,5/26/2024,11,2487.655,1006.617,1186.913,2273.528,759.507,1189.53,189.155,1416.919
5/26/2024 16:00,5/26/2024 11:00,5/26/2024 12:00,5/26/2024,12,2618.629,1015.705,1246.139,2358.031,795.55,1246.675,187.903,1476.413
5/26/2024 17:00,5/26/2024 12:00,5/26/2024 13:00,5/26/2024,13,2822.294,1017.714,1278.396,2452.563,829.18,1292.366,202.652,1568.682
5/26/2024 18:00,5/26/2024 13:00,5/26/2024 14:00,5/26/2024,14,3021.365,1032.525,1289.687,2555.085,869.883,1394.935,202.214,1642.555
5/26/2024 19:00,5/26/2024 14:00,5/26/2024 15:00,5/26/2024,15,3128.301,1053.787,1314.68,2611.07,893.147,1455.179,209.419,1725.258
5/26/2024 20:00,5/26/2024 15:00,5/26/2024 16:00,5/26/2024,16,3263.106,1099.587,1357.932,2709.124,911.277,1530.828,251.282,1825.617
5/26/2024 21:00,5/26/2024 16:00,5/26/2024 17:00,5/26/2024,17,3486.612,1145.05,1415.137,2784.32,923.942,1645.38,338.45,1952.523
5/26/2024 22:00,5/26/2024 17:00,5/26/2024 18:00,5/26/2024,18,3640.745,1225.193,1477.355,2845.655,946.222,1740.319,451.359,2035.865
5/26/2024 23:00,5/26/2024 18:00,5/26/2024 19:00,5/26/2024,19,3674.163,1278.9,1479.626,2818.559,941.206,1776.216,546.643,2076.089
5/27/2024 0:00,5/26/2024 19:00,5/26/2024 20:00,5/26/2024,20,3595.038,1272.689,1429.726,2755.862,927.99,1754.941,595.053,2041.151
5/27/2024 1:00,5/26/2024 20:00,5/26/2024 21:00,5/26/2024,21,3555.359,1249.895,1389.717,2746.751,926.056,1756.667,605.485,2020.681
5/27/2024 2:00,5/26/2024 21:00,5/26/2024 22:00,5/26/2024,22,3430.013,1195.556,1322.664,2698.293,890.964,1689.064,593.849,1944.993
5/27/2024 3:00,5/26/2024 22:00,5/26/2024 23:00,5/26/2024,23,3189.117,1091.685,1213.614,2598.413,832.912,1565.588,554.001,1824.085
5/27/2024 4:00,5/26/2024 23:00,5/27/2024 0:00,5/26/2024,24,2930.647,1011.604,1111.564,2457.739,770.644,1436.807,508.588,1688.506
5/27/2024 5:00,5/27/2024 0:00,5/27/2024 1:00,5/27/2024,1,2703.863,952.659,1035.211,2319.187,718.86,1328.407,473.674,1591.142
5/27/2024 6:00,5/27/2024 1:00,5/27/2024 2:00,5/27/2024,2,2549.923,914.415,980.565,2212.94,683.361,1256.71,460.915,1517.096
5/27/2024 7:00,5/27/2024 2:00,5/27/2024 3:00,5/27/2024,3,2434.626,897.011,945.019,2131.85,661.325,1209.861,448.858,1464.965
5/27/2024 8:00,5/27/2024 3:00,5/27/2024 4:00,5/27/2024,4,2373.035,889.373,926.896,2086.362,648.178,1182.927,442.877,1432.383
5/27/2024 9:00,5/27/2024 4:00,5/27/2024 5:00,5/27/2024,5,2360.176,897.434,925.796,2076.812,648.982,1186.146,447.271,1430.407
5/27/2024 10:00,5/27/2024 5:00,5/27/2024 6:00,5/27/2024,6,2391.597,915.011,942.025,2112.7,654.727,1203.4,456.949,1446.737
5/27/2024 11:00,5/27/2024 6:00,5/27/2024 7:00,5/27/2024,7,2452.683,964.503,973.272,2183.564,672.624,1235.123,462.217,1479.59
5/27/2024 12:00,5/27/2024 7:00,5/27/2024 8:00,5/27/2024,8,2542.163,1040.991,1032.3,2257.992,708.546,1285.004,477.562,1524.374
5/27/2024 13:00,5/27/2024 8:00,5/27/2024 9:00,5/27/2024,9,2697.49,1135.032,1113.499,2330.786,763.966,1378.832,487.999,1584.973
5/27/2024 14:00,5/27/2024 9:00,5/27/2024 10:00,5/27/2024,10,2892.69,1202.469,1183.866,2414.683,812.113,1428.433,482.579,1680.233
5/27/2024 15:00,5/27/2024 10:00,5/27/2024 11:00,5/27/2024,11,3033.548,1249.756,1232.011,2492.037,850.954,1478.731,423.424,1743.225
5/27/2024 16:00,5/27/2024 11:00,5/27/2024 12:00,5/27/2024,12,3106.138,1274.56,1258.88,2561.972,885.436,1537.242,379.992,1790.144
5/27/2024 17:00,5/27/2024 12:00,5/27/2024 13:00,5/27/2024,13,3142.927,1269.486,1270.736,2592.239,899.283,1601.035,362.782,1808.33
5/27/2024 18:00,5/27/2024 13:00,5/27/2024 14:00,5/27/2024,14,3125.494,1264.576,1265.69,2595.293,899.547,1593.879,367.609,1786.572
5/27/2024 19:00,5/27/2024 14:00,5/27/2024 15:00,5/27/2024,15,3145.85,1260.703,1259.656,2616.316,899.298,1638.1,388.269,1791.159
5/27/2024 20:00,5/27/2024 15:00,5/27/2024 16:00,5/27/2024,16,3339.297,1272.678,1258.478,2734.648,898.777,1677.439,482.802,1820.626
5/27/2024 21:00,5/27/2024 16:00,5/27/2024 17:00,5/27/2024,17,3479.385,1314.715,1289.168,2863.762,910.306,1732.106,562.184,1900.877
5/27/2024 22:00,5/27/2024 17:00,5/27/2024 18:00,5/27/2024,18,3498.567,1359.635,1338.658,2945.842,935.532,1820.431,624.255,1974.248
5/27/2024 23:00,5/27/2024 18:00,5/27/2024 19:00,5/27/2024,19,3471.997,1334.46,1339.546,2958.873,927.504,1854.078,629.623,1966.493
5/28/2024 0:00,5/27/2024 19:00,5/27/2024 20:00,5/27/2024,20,3423.5,1300.153,1319.639,2954.345,921.024,1827.53,619.627,1952.27
5/28/2024 1:00,5/27/2024 20:00,5/27/2024 21:00,5/27/2024,21,3363.835,1261.722,1296.246,2945.001,912.328,1805.297,601.405,1946.672
5/28/2024 2:00,5/27/2024 21:00,5/27/2024 22:00,5/27/2024,22,3201.19,1171.566,1223.782,2847.599,865.47,1697.345,578.572,1853.265
5/28/2024 3:00,5/27/2024 22:00,5/27/2024 23:00,5/27/2024,23,2925.312,1067.655,1125.878,2669.16,799.666,1544.657,539.565,1716.611
5/28/2024 4:00,5/27/2024 23:00,5/28/2024 0:00,5/27/2024,24,2678.458,992.858,1044.86,2471.325,739.318,1398.833,492.241,1589.464
5/28/2024 5:00,5/28/2024 0:00,5/28/2024 1:00,5/28/2024,1,2491.697,959.114,988.301,2337.603,697.709,1298.589,462.086,1498.389
5/28/2024 6:00,5/28/2024 1:00,5/28/2024 2:00,5/28/2024,2,2375.472,945.044,954.136,2232.351,667.51,1235.843,447.027,1429.995
5/28/2024 7:00,5/28/2024 2:00,5/28/2024 3:00,5/28/2024,3,2314.406,936.831,936.946,2170.029,655.962,1199.6,444.087,1396.251
5/28/2024 8:00,5/28/2024 3:00,5/28/2024 4:00,5/28/2024,4,2287.492,929.621,941.245,2153.463,656.23,1191.054,442.014,1387.353
5/28/2024 9:00,5/28/2024 4:00,5/28/2024 5:00,5/28/2024,5,2333.086,959.382,967.525,2195.091,669.602,1220.85,452.176,1422.928
5/28/2024 10:00,5/28/2024 5:00,5/28/2024 6:00,5/28/2024,6,2514.843,1044.791,1055.271,2331.264,712.125,1304.931,486.647,1525.978
5/28/2024 11:00,5/28/2024 6:00,5/28/2024 7:00,5/28/2024,7,2808.662,1169.864,1198.616,2593.276,783.111,1455.449,528.218,1700.364
5/28/2024 12:00,5/28/2024 7:00,5/28/2024 8:00,5/28/2024,8,3072.408,1253.86,1297.575,2794.788,845.422,1559.364,523.843,1817.617
5/28/2024 13:00,5/28/2024 8:00,5/28/2024 9:00,5/28/2024,9,3188.38,1272.649,1348.99,2912.279,899.584,1601.514,445.001,1835.539
5/28/2024 14:00,5/28/2024 9:00,5/28/2024 10:00,5/28/2024,10,3216.053,1265.209,1370.428,2971.998,945.314,1625.107,403.39,1846.856
5/28/2024 15:00,5/28/2024 10:00,5/28/2024 11:00,5/28/2024,11,3177.491,1271.7,1392.064,3093.353,949.005,1637.423,406.079,1822.867
5/28/2024 16:00,5/28/2024 11:00,5/28/2024 12:00,5/28/2024,12,3220.294,1247.035,1425.783,3157.656,962.882,1613.219,390.179,1866.676
5/28/2024 17:00,5/28/2024 12:00,5/28/2024 13:00,5/28/2024,13,3309.656,1232.019,1453.893,3265.622,998.581,1608.539,393.588,1913.963
5/28/2024 18:00,5/28/2024 13:00,5/28/2024 14:00,5/28/2024,14,3393.35,1258.741,1471.623,3300.25,1017.617,1660.972,369.631,1942.976
5/28/2024 19:00,5/28/2024 14:00,5/28/2024 15:00,5/28/2024,15,3494.058,1243.722,1482.539,3348.433,1024.905,1724.719,401.853,1952.933
5/28/2024 20:00,5/28/2024 15:00,5/28/2024 16:00,5/28/2024,16,3578.484,1238.605,1517.947,3418.758,1055.001,1814.752,416.17,2040.159
5/28/2024 21:00,5/28/2024 16:00,5/28/2024 17:00,5/28/2024,17,3817.54,1281.534,1554.408,3478.928,1068.416,1919.149,434.17,2119.807
5/28/2024 22:00,5/28/2024 17:00,5/28/2024 18:00,5/28/2024,18,3997.569,1357.573,1594.64,3511.124,1087.704,2008.324,523.884,2206.772
5/28/2024 23:00,5/28/2024 18:00,5/28/2024 19:00,5/28/2024,19,4016.179,1405.205,1598.867,3444.114,1093.24,2053.248,578.413,2232.827
5/29/2024 0:00,5/28/2024 19:00,5/28/2024 20:00,5/28/2024,20,3925.74,1369.748,1559.393,3346.287,1069.76,2023.451,598.251,2193.567
5/29/2024 1:00,5/28/2024 20:00,5/28/2024 21:00,5/28/2024,21,3804.324,1361.463,1516.239,3261.697,1048.66,1981.782,597.621,2143.31
5/29/2024 2:00,5/28/2024 21:00,5/28/2024 22:00,5/28/2024,22,3559.678,1276.671,1420.867,3095.075,992.169,1862.827,581.39,2034.93
5/29/2024 3:00,5/28/2024 22:00,5/28/2024 23:00,5/28/2024,23,3176.32,1164.523,1279.822,2834.953,900.588,1659.765,537.462,1842.25
5/29/2024 4:00,5/28/2024 23:00,5/29/2024 0:00,5/28/2024,24,2815.047,1067.878,1156.222,2570.322,806.766,1479.35,489.644,1681.291
5/29/2024 5:00,5/29/2024 0:00,5/29/2024 1:00,5/29/2024,1,2538.428,1004.553,1068.608,2362.463,743.744,1345.659,456.317,1553.399
5/29/2024 6:00,5/29/2024 1:00,5/29/2024 2:00,5/29/2024,2,2380.476,957.007,1013.178,2227.781,702.07,1266.424,438.827,1468.569
5/29/2024 7:00,5/29/2024 2:00,5/29/2024 3:00,5/29/2024,3,2278.037,944.141,980.57,2144.929,675.433,1217.607,426.937,1416.224
5/29/2024 8:00,5/29/2024 3:00,5/29/2024 4:00,5/29/2024,4,2206.444,931.056,969.778,2095.631,662.889,1192.808,423.454,1393.1
5/29/2024 9:00,5/29/2024 4:00,5/29/2024 5:00,5/29/2024,5,2232.315,952.905,988.947,2100.877,662.999,1206.756,434.317,1410.188
5/29/2024 10:00,5/29/2024 5:00,5/29/2024 6:00,5/29/2024,6,2361.088,1015.884,1055.9,2189.864,691.279,1267.279,465.95,1474.681
5/29/2024 11:00,5/29/2024 6:00,5/29/2024 7:00,5/29/2024,7,2634.344,1126.563,1181.065,2412.902,760.076,1385.111,508.138,1619.57
5/29/2024 12:00,5/29/2024 7:00,5/29/2024 8:00,5/29/2024,8,2816.333,1155.988,1267.147,2595.603,818.114,1447.305,519.802,1701.655
5/29/2024 13:00,5/29/2024 8:00,5/29/2024 9:00,5/29/2024,9,2825.216,1144.186,1294.142,2688.052,848.986,1448.803,488.602,1691.653
5/29/2024 14:00,5/29/2024 9:00,5/29/2024 10:00,5/29/2024,10,2793.699,1119.487,1302.631,2730.546,869.142,1418.524,440.318,1668.713
5/29/2024 15:00,5/29/2024 10:00,5/29/2024 11:00,5/29/2024,11,2842.677,1129.296,1320.585,2802.628,908.56,1450.138,398.634,1702.807
5/29/2024 16:00,5/29/2024 11:00,5/29/2024 12:00,5/29/2024,12,2970.345,1138.158,1325.952,2923.057,941.58,1505.212,350.992,1746.127
5/29/2024 17:00,5/29/2024 12:00,5/29/2024 13:00,5/29/2024,13,3124.726,1136.072,1325.37,2968.098,952.481,1524.069,296.691,1747.263
5/29/2024 18:00,5/29/2024 13:00,5/29/2024 14:00,5/29/2024,14,3221.237,1124.921,1335.99,2935.963,964.661,1594.823,276.488,1777.83
5/29/2024 19:00,5/29/2024 14:00,5/29/2024 15:00,5/29/2024,15,3175.216,1128.477,1351.279,2970.064,978.289,1634.017,260.288,1809.461
5/29/2024 20:00,5/29/2024 15:00,5/29/2024 16:00,5/29/2024,16,3204.109,1127.577,1376.87,3028.404,980.123,1668.763,266.341,1827.043
5/29/2024 21:00,5/29/2024 16:00,5/29/2024 17:00,5/29/2024,17,3401.85,1170.763,1409.802,3094.761,996.087,1732.475,313.281,1945.651
5/29/2024 22:00,5/29/2024 17:00,5/29/2024 18:00,5/29/2024,18,3605.601,1268.313,1455.496,3152.014,1024.912,1857.482,409.46,2030.403
5/29/2024 23:00,5/29/2024 18:00,5/29/2024 19:00,5/29/2024,19,3672.972,1328.513,1462.639,3099.757,1033.351,1896.778,510.549,2070.708
5/30/2024 0:00,5/29/2024 19:00,5/29/2024 20:00,5/29/2024,20,3629.832,1322.822,1440.26,3041.514,1009.954,1888.756,562.606,2061.96
5/30/2024 1:00,5/29/2024 20:00,5/29/2024 21:00,5/29/2024,21,3568.917,1313.194,1415.198,2993.777,991.25,1863.056,574.851,2034.147
5/30/2024 2:00,5/29/2024 21:00,5/29/2024 22:00,5/29/2024,22,3392.914,1238.253,1332.078,2865.407,951.555,1760.52,562.636,1948.586
5/30/2024 3:00,5/29/2024 22:00,5/29/2024 23:00,5/29/2024,23,3066.595,1109.821,1203.602,2651.942,871.265,1584.644,518.004,1784.404
5/30/2024 4:00,5/29/2024 23:00,5/30/2024 0:00,5/29/2024,24,2740.893,1019.355,1089.46,2431.393,789.108,1421.667,471.901,1636.49
5/30/2024 5:00,5/30/2024 0:00,5/30/2024 1:00,5/30/2024,1,2509.599,965.667,1011.235,2257.251,734.938,1312.443,439.724,1523.873
5/30/2024 6:00,5/30/2024 1:00,5/30/2024 2:00,5/30/2024,2,2359.099,926.61,966.763,2153.506,697.559,1238.058,422.086,1442.996
5/30/2024 7:00,5/30/2024 2:00,5/30/2024 3:00,5/30/2024,3,2266.869,910.797,940.436,2096.756,676.487,1197.308,414.768,1395.388
5/30/2024 8:00,5/30/2024 3:00,5/30/2024 4:00,5/30/2024,4,2220.614,913.14,933.32,2052.812,667.375,1179.11,411.013,1370.94
5/30/2024 9:00,5/30/2024 4:00,5/30/2024 5:00,5/30/2024,5,2248.517,948.123,956.384,2070.825,671.195,1199.959,423.97,1379.957
5/30/2024 10:00,5/30/2024 5:00,5/30/2024 6:00,5/30/2024,6,2379.509,1010.687,1027.075,2170.707,705.769,1269.117,451.748,1452.489
5/30/2024 11:00,5/30/2024 6:00,5/30/2024 7:00,5/30/2024,7,2640.316,1112.407,1151.208,2366.626,772.07,1405.945,488.991,1606.804
5/30/2024 12:00,5/30/2024 7:00,5/30/2024 8:00,5/30/2024,8,2820.714,1165.51,1247.078,2549.326,818.481,1526.152,500.738,1727.71
5/30/2024 13:00,5/30/2024 8:00,5/30/2024 9:00,5/30/2024,9,2793.186,1167.11,1292.372,2655.56,849.726,1588.997,465.183,1768.932
5/30/2024 14:00,5/30/2024 9:00,5/30/2024 10:00,5/30/2024,10,2782.947,1176.182,1312.851,2709.593,865.763,1580.418,396.66,1723.714
5/30/2024 15:00,5/30/2024 10:00,5/30/2024 11:00,5/30/2024,11,2848.561,1188.461,1323.549,2678.342,901.125,1544.98,302.779,1693.957
5/30/2024 16:00,5/30/2024 11:00,5/30/2024 12:00,5/30/2024,12,2824.127,1151.452,1309.939,2659.406,893.052,1517.216,233.352,1723.375
5/30/2024 17:00,5/30/2024 12:00,5/30/2024 13:00,5/30/2024,13,2762.892,1143.279,1279.611,2679.757,864.112,1529.92,230.262,1668.188
5/30/2024 18:00,5/30/2024 13:00,5/30/2024 14:00,5/30/2024,14,2788.148,1142.948,1258.381,2683.175,861.071,1581.625,238.597,1575.985
5/30/2024 19:00,5/30/2024 14:00,5/30/2024 15:00,5/30/2024,15,2864.21,1133.374,1238.119,2629.718,840.095,1552.277,233.649,1556.032
5/30/2024 20:00,5/30/2024 15:00,5/30/2024 16:00,5/30/2024,16,2939.129,1135.222,1222.9,2568.012,820.741,1530.997,232.096,1545.009
5/30/2024 21:00,5/30/2024 16:00,5/30/2024 17:00,5/30/2024,17,2955.728,1167.604,1238.457,2577.43,808.763,1539.441,284.811,1599.826
5/30/2024 22:00,5/30/2024 17:00,5/30/2024 18:00,5/30/2024,18,3074.835,1224.678,1286.597,2640.099,819.267,1561.741,385.058,1703.139
5/30/2024 23:00,5/30/2024 18:00,5/30/2024 19:00,5/30/2024,19,3168.858,1253.958,1317.784,2617.025,840.976,1595.063,493.169,1800.523
5/31/2024 0:00,5/30/2024 19:00,5/30/2024 20:00,5/30/2024,20,3193.406,1265.863,1317.476,2622.215,846.299,1598.923,559.106,1808.292
5/31/2024 1:00,5/30/2024 20:00,5/30/2024 21:00,5/30/2024,21,3176.955,1270.958,1304.925,2615.875,851.975,1599.753,568.226,1808.24
5/31/2024 2:00,5/30/2024 21:00,5/30/2024 22:00,5/30/2024,22,3037.414,1212.746,1238.475,2528.779,820.433,1526.769,554.49,1745.878
5/31/2024 3:00,5/30/2024 22:00,5/30/2024 23:00,5/30/2024,23,2763.539,1103.569,1122.43,2319.097,753.179,1389.168,512.34,1608.761
5/31/2024 4:00,5/30/2024 23:00,5/31/2024 0:00,5/30/2024,24,2474.974,1011.876,1021.602,2159.544,689.068,1266.6,472.246,1475.226
5/31/2024 5:00,5/31/2024 0:00,5/31/2024 1:00,5/31/2024,1,2281.641,960.53,951.192,2013.608,652.943,1178.577,441.613,1386.602
5/31/2024 6:00,5/31/2024 1:00,5/31/2024 2:00,5/31/2024,2,2157.799,921.604,912.564,1921.295,626.87,1125.232,425.286,1323.383
5/31/2024 7:00,5/31/2024 2:00,5/31/2024 3:00,5/31/2024,3,2080.793,899.376,890.226,1860.496,609.492,1094.969,416.93,1286.902
5/31/2024 8:00,5/31/2024 3:00,5/31/2024 4:00,5/31/2024,4,2046.356,895.46,887.59,1836.84,604.62,1087.413,410.93,1273.311
5/31/2024 9:00,5/31/2024 4:00,5/31/2024 5:00,5/31/2024,5,2081.82,927.508,914.11,1866.227,611.8,1116.761,419.775,1299.163
5/31/2024 10:00,5/31/2024 5:00,5/31/2024 6:00,5/31/2024,6,2219.955,996.492,982.785,1967.397,641.156,1180.21,450.821,1366.668
5/31/2024 11:00,5/31/2024 6:00,5/31/2024 7:00,5/31/2024,7,2453.187,1098.655,1098.846,2156.005,699.509,1283.18,478.51,1496.082
5/31/2024 12:00,5/31/2024 7:00,5/31/2024 8:00,5/31/2024,8,2601.894,1118.986,1164.241,2316.502,747.853,1319.464,442.349,1553
5/31/2024 13:00,5/31/2024 8:00,5/31/2024 9:00,5/31/2024,9,2571.495,1085.065,1176.017,2373.368,771.291,1306.801,346.915,1518.261
5/31/2024 14:00,5/31/2024 9:00,5/31/2024 10:00,5/31/2024,10,2500.035,1055.579,1174.429,2421.193,770.257,1253.449,253.651,1469.395
5/31/2024 15:00,5/31/2024 10:00,5/31/2024 11:00,5/31/2024,11,2481.546,1047.132,1174.306,2446.63,781.488,1213.146,202.115,1443.543
5/31/2024 16:00,5/31/2024 11:00,5/31/2024 12:00,5/31/2024,12,2495.235,1054.321,1181.982,2472.551,797.903,1208.77,212.382,1450.674
5/31/2024 17:00,5/31/2024 12:00,5/31/2024 13:00,5/31/2024,13,2573.158,1084.712,1193.874,2495.955,814.496,1249.085,237.328,1463.814
5/31/2024 18:00,5/31/2024 13:00,5/31/2024 14:00,5/31/2024,14,2643.201,1132.439,1205.11,2537.19,824.345,1292.301,240.63,1477.743
5/31/2024 19:00,5/31/2024 14:00,5/31/2024 15:00,5/31/2024,15,2694.165,1155.117,1222.97,2558.673,828.997,1332.77,225.402,1495.299
5/31/2024 20:00,5/31/2024 15:00,5/31/2024 16:00,5/31/2024,16,2804.238,1148.506,1249.342,2648.637,838.796,1402.199,249.289,1593.01
5/31/2024 21:00,5/31/2024 16:00,5/31/2024 17:00,5/31/2024,17,2975.512,1192.567,1287.293,2744.72,865.535,1508.609,323.626,1662.53
5/31/2024 22:00,5/31/2024 17:00,5/31/2024 18:00,5/31/2024,18,3161.615,1237.354,1324.679,2785.031,885.072,1603.657,402.825,1765.047
5/31/2024 23:00,5/31/2024 18:00,5/31/2024 19:00,5/31/2024,19,3267.909,1261.317,1324.291,2729.585,896.881,1640.037,500.533,1814.669
6/1/2024 0:00,5/31/2024 19:00,5/31/2024 20:00,5/31/2024,20,3241.199,1253.609,1309.391,2684.991,883.521,1642.179,556.344,1816.627
6/1/2024 1:00,5/31/2024 20:00,5/31/2024 21:00,5/31/2024,21,3174.566,1233.521,1291.748,2644.187,871.375,1638.53,560.921,1806.922
6/1/2024 2:00,5/31/2024 21:00,5/31/2024 22:00,5/31/2024,22,3046.188,1180.085,1233.874,2552.585,839.134,1571.91,554.451,1751.32
6/1/2024 3:00,5/31/2024 22:00,5/31/2024 23:00,5/31/2024,23,2793.519,1082.952,1128.064,2394.582,782.614,1432.342,522.039,1623.695
6/1/2024 4:00,5/31/2024 23:00,6/1/2024 0:00,5/31/2024,24,2522.942,995.277,1023.436,2216.682,720.115,1304.018,477.503,1493.307
6/1/2024 5:00,6/1/2024 0:00,6/1/2024 1:00,6/1/2024,1,2307.469,942.399,944.168,2066.104,669.614,1204.873,436.876,1388.457
6/1/2024 6:00,6/1/2024 1:00,6/1/2024 2:00,6/1/2024,2,2159.351,911.379,900.267,1961.131,632.881,1139.117,419.306,1317.164
6/1/2024 7:00,6/1/2024 2:00,6/1/2024 3:00,6/1/2024,3,2069.252,882.92,873.333,1889.857,609.524,1096.575,411.54,1273.748
6/1/2024 8:00,6/1/2024 3:00,6/1/2024 4:00,6/1/2024,4,2014.342,872.982,862.637,1853.34,596.103,1075.181,403.138,1253.442
6/1/2024 9:00,6/1/2024 4:00,6/1/2024 5:00,6/1/2024,5,2008.388,879.418,868.634,1844.322,594.804,1083.14,406.769,1250.665
6/1/2024 10:00,6/1/2024 5:00,6/1/2024 6:00,6/1/2024,6,2028.739,906.306,891.113,1855.571,594.41,1092.559,414.429,1255.589
6/1/2024 11:00,6/1/2024 6:00,6/1/2024 7:00,6/1/2024,7,2105.144,936.215,939.857,1918.005,619.376,1127.183,411.282,1281.952
6/1/2024 12:00,6/1/2024 7:00,6/1/2024 8:00,6/1/2024,8,2183.193,963.294,995.843,2012.343,653,1155.084,366.163,1305.716
6/1/2024 13:00,6/1/2024 8:00,6/1/2024 9:00,6/1/2024,9,2254.981,979.414,1044.927,2108.796,690.752,1173.724,283.877,1314.182
6/1/2024 14:00,6/1/2024 9:00,6/1/2024 10:00,6/1/2024,10,2254.255,944.655,1064.228,2177.885,718.118,1166.723,198.417,1294.871
6/1/2024 15:00,6/1/2024 10:00,6/1/2024 11:00,6/1/2024,11,2252.058,941.481,1077.791,2225.692,743.276,1156.561,148.988,1280.315
6/1/2024 16:00,6/1/2024 11:00,6/1/2024 12:00,6/1/2024,12,2294.437,939.245,1094.584,2274.621,759.634,1167.296,129.213,1284.737
6/1/2024 17:00,6/1/2024 12:00,6/1/2024 13:00,6/1/2024,13,2368.216,941.702,1099.999,2313.609,779.49,1183.677,125.42,1299.663
6/1/2024 18:00,6/1/2024 13:00,6/1/2024 14:00,6/1/2024,14,2472.383,961.342,1121.873,2353.307,800.785,1225.186,131.017,1333.151
6/1/2024 19:00,6/1/2024 14:00,6/1/2024 15:00,6/1/2024,15,2630.861,984.577,1151.939,2426.539,824.748,1298.54,148.215,1393.371
6/1/2024 20:00,6/1/2024 15:00,6/1/2024 16:00,6/1/2024,16,2851.812,1018.064,1207.787,2529.292,855.481,1406.528,193.362,1505.22
6/1/2024 21:00,6/1/2024 16:00,6/1/2024 17:00,6/1/2024,17,3126.538,1084.021,1282.607,2668.906,884.227,1533.856,285.239,1631.631
6/1/2024 22:00,6/1/2024 17:00,6/1/2024 18:00,6/1/2024,18,3384.322,1173.919,1350.416,2793.291,924.487,1666.6,399.816,1784.055
6/1/2024 23:00,6/1/2024 18:00,6/1/2024 19:00,6/1/2024,19,3507.095,1235.872,1369.284,2843.983,931.764,1735.844,506.7,1875.978
6/2/2024 0:00,6/1/2024 19:00,6/1/2024 20:00,6/1/2024,20,3442.467,1238.765,1338.254,2790.406,904.358,1705.235,554.78,1881.29
6/2/2024 1:00,6/1/2024 20:00,6/1/2024 21:00,6/1/2024,21,3334.901,1224.534,1300.505,2737.143,884.384,1666.284,565.289,1849.945
6/2/2024 2:00,6/1/2024 21:00,6/1/2024 22:00,6/1/2024,22,3187.146,1166.136,1236.241,2640.364,850.178,1594.942,552.707,1784.573
6/2/2024 3:00,6/1/2024 22:00,6/1/2024 23:00,6/1/2024,23,2921.574,1076.345,1134.972,2481.932,787.561,1465.217,515.278,1650.027
6/2/2024 4:00,6/1/2024 23:00,6/2/2024 0:00,6/1/2024,24,2665.751,990.651,1034.936,2302.138,725.82,1329.04,471.601,1520.961
6/2/2024 5:00,6/2/2024 0:00,6/2/2024 1:00,6/2/2024,1,2415.841,929.21,960.891,2146.842,678.042,1223.894,436.777,1414.538
6/2/2024 6:00,6/2/2024 1:00,6/2/2024 2:00,6/2/2024,2,2271.395,905.829,912.414,2032.117,640.366,1153.772,419.551,1345.687
6/2/2024 7:00,6/2/2024 2:00,6/2/2024 3:00,6/2/2024,3,2158.615,907.567,882.445,1945.471,614.021,1108.139,408.227,1288.488
6/2/2024 8:00,6/2/2024 3:00,6/2/2024 4:00,6/2/2024,4,2083.037,888.888,865.857,1890.928,596.92,1078.812,400.694,1259.2
6/2/2024 9:00,6/2/2024 4:00,6/2/2024 5:00,6/2/2024,5,2050.841,898.656,863.267,1868.734,592.959,1073.122,400.628,1245.358
6/2/2024 10:00,6/2/2024 5:00,6/2/2024 6:00,6/2/2024,6,2031.36,910.054,870.6,1856.681,586.562,1070.288,403.065,1234.937
6/2/2024 11:00,6/2/2024 6:00,6/2/2024 7:00,6/2/2024,7,2081.508,937.057,907.092,1901.168,601.67,1085.773,396.341,1241.776
6/2/2024 12:00,6/2/2024 7:00,6/2/2024 8:00,6/2/2024,8,2128.976,938.68,962.2,1975.044,632.844,1110.304,350.388,1266.637
6/2/2024 13:00,6/2/2024 8:00,6/2/2024 9:00,6/2/2024,9,2223.219,964.743,1017.854,2070.191,673.76,1135.71,277.73,1283.798
6/2/2024 14:00,6/2/2024 9:00,6/2/2024 10:00,6/2/2024,10,2323.319,966.158,1057.699,2158.466,715.77,1151.223,215.727,1296.768
6/2/2024 15:00,6/2/2024 10:00,6/2/2024 11:00,6/2/2024,11,2420.979,963.844,1093.023,2256.421,760.716,1175.982,188.741,1329.469
6/2/2024 16:00,6/2/2024 11:00,6/2/2024 12:00,6/2/2024,12,2496.474,975.629,1141.957,2365.809,792.407,1228.343,194.476,1396.921
6/2/2024 17:00,6/2/2024 12:00,6/2/2024 13:00,6/2/2024,13,2678.553,991.591,1199.907,2489.4,825.33,1298.441,176.834,1504.791
6/2/2024 18:00,6/2/2024 13:00,6/2/2024 14:00,6/2/2024,14,2818.919,1022.581,1227.219,2639.9,864.122,1405.307,180.687,1580.524
6/2/2024 19:00,6/2/2024 14:00,6/2/2024 15:00,6/2/2024,15,2926.439,1057.829,1268.81,2721.61,910.603,1556.794,200.084,1587.577
