UTC Timestamp (Interval Ending),Local Timestamp Eastern Time (Interval Beginning),Local Timestamp Eastern Time (Interval Ending),Local Date,Hour Number,Connecticut Actual Load (MW),Maine Actual Load (MW),New Hampshire Actual Load (MW),Northeast Massachusetts Actual Load (MW),Rhode Island Actual Load (MW),Southeast Massachusetts Actual Load (MW),Vermont Actual Load (MW),Western/Central Massachusetts Actual Load (MW)
3/31/2024 20:00,3/31/2024 15:00,3/31/2024 16:00,3/31/2024,16,1974.745,946.087,973.216,2055.97,639.903,1038.702,198.633,1146.443
3/31/2024 21:00,3/31/2024 16:00,3/31/2024 17:00,3/31/2024,17,2149.716,1024.987,1016.626,2136.505,653.323,1097.802,267.079,1244.709
3/31/2024 22:00,3/31/2024 17:00,3/31/2024 18:00,3/31/2024,18,2389.281,1164.46,1091.528,2266.751,693.485,1247.976,403.603,1398.922
3/31/2024 23:00,3/31/2024 18:00,3/31/2024 19:00,3/31/2024,19,2610.886,1264.206,1156.888,2391.551,734.199,1383.85,539.016,1555.78
4/1/2024 0:00,3/31/2024 19:00,3/31/2024 20:00,3/31/2024,20,2811.369,1315.542,1215.24,2498.834,788.799,1487.997,596.883,1669.242
4/1/2024 1:00,3/31/2024 20:00,3/31/2024 21:00,3/31/2024,21,2848.465,1275.321,1207.935,2510.771,794.822,1496.053,600.853,1681.656
4/1/2024 2:00,3/31/2024 21:00,3/31/2024 22:00,3/31/2024,22,2726.373,1211.122,1145.27,2430.574,760.69,1424.412,576.103,1617.598
4/1/2024 3:00,3/31/2024 22:00,3/31/2024 23:00,3/31/2024,23,2524.369,1133.57,1061.733,2286.013,713.863,1319.467,540.003,1516.572
4/1/2024 4:00,3/31/2024 23:00,4/1/2024 0:00,3/31/2024,24,2340.531,1077.991,992.523,2148.371,663.301,1228.325,501.835,1418.618
4/1/2024 5:00,4/1/2024 0:00,4/1/2024 1:00,4/1/2024,1,2213.955,1047.763,953.011,2060.954,630.652,1172.736,477.131,1355.131
4/1/2024 6:00,4/1/2024 1:00,4/1/2024 2:00,4/1/2024,2,2158.686,1033.235,937.714,2003.986,613.89,1143.012,466.626,1325.698
4/1/2024 7:00,4/1/2024 2:00,4/1/2024 3:00,4/1/2024,3,2143.584,1032.799,936.566,1984.924,610.297,1140.063,467.253,1315.555
4/1/2024 8:00,4/1/2024 3:00,4/1/2024 4:00,4/1/2024,4,2180.701,1051.809,953.239,1989.306,617.651,1157.105,470.598,1336.239
4/1/2024 9:00,4/1/2024 4:00,4/1/2024 5:00,4/1/2024,5,2250.044,1102.144,1001.544,2059.17,643.553,1213.99,487.741,1393.352
4/1/2024 10:00,4/1/2024 5:00,4/1/2024 6:00,4/1/2024,6,2478.174,1200.688,1109.427,2220.505,691.958,1334.423,530.983,1529.607
4/1/2024 11:00,4/1/2024 6:00,4/1/2024 7:00,4/1/2024,7,2813.563,1351.862,1259.171,2483.525,776.355,1507.487,599.469,1728.032
4/1/2024 12:00,4/1/2024 7:00,4/1/2024 8:00,4/1/2024,8,3059.708,1374.789,1341.344,2659.815,833.848,1593.505,623.397,1841.833
4/1/2024 13:00,4/1/2024 8:00,4/1/2024 9:00,4/1/2024,9,3126.487,1321.724,1336.444,2678.271,855.284,1567.127,594.536,1813.134
4/1/2024 14:00,4/1/2024 9:00,4/1/2024 10:00,4/1/2024,10,3162.077,1230.132,1288.172,2627.612,866.849,1553.1,516.899,1813.298
4/1/2024 15:00,4/1/2024 10:00,4/1/2024 11:00,4/1/2024,11,3160.987,1128.275,1287.572,2677.159,878.967,1551.335,450.707,1834.891
4/1/2024 16:00,4/1/2024 11:00,4/1/2024 12:00,4/1/2024,12,3136.299,1097.068,1277.138,2711.983,869.787,1492.859,394.198,1846.943
4/1/2024 17:00,4/1/2024 12:00,4/1/2024 13:00,4/1/2024,13,3080.934,1095.092,1263.559,2746.417,862.024,1496.917,322.551,1833.294
4/1/2024 18:00,4/1/2024 13:00,4/1/2024 14:00,4/1/2024,14,3056.537,1073.81,1200.16,2680.142,850.071,1490.638,280.017,1741.296
4/1/2024 19:00,4/1/2024 14:00,4/1/2024 15:00,4/1/2024,15,2831.761,1063.982,1139.532,2471.153,822.643,1437.383,249.171,1503.774
4/1/2024 20:00,4/1/2024 15:00,4/1/2024 16:00,4/1/2024,16,2802.116,1058.485,1149.964,2486.485,784.113,1302.025,252.978,1660.242
4/1/2024 21:00,4/1/2024 16:00,4/1/2024 17:00,4/1/2024,17,3041.632,1120.732,1183.445,2589.318,826.935,1457.114,358.253,1733.646
4/1/2024 22:00,4/1/2024 17:00,4/1/2024 18:00,4/1/2024,18,3094.387,1245.539,1257.712,2624.508,840.701,1562.811,508.52,1750.769
4/1/2024 23:00,4/1/2024 18:00,4/1/2024 19:00,4/1/2024,19,3148.396,1332.81,1310.865,2670.122,863.804,1632.379,580.578,1839.54
4/2/2024 0:00,4/1/2024 19:00,4/1/2024 20:00,4/1/2024,20,3279.172,1385.687,1348.211,2751.618,898.846,1694.107,609.344,1911.657
4/2/2024 1:00,4/1/2024 20:00,4/1/2024 21:00,4/1/2024,21,3240.584,1339.109,1313.543,2713.083,883.943,1663.027,595.651,1885.959
4/2/2024 2:00,4/1/2024 21:00,4/1/2024 22:00,4/1/2024,22,3051.535,1253.262,1218.943,2589.116,837.28,1555.314,570.809,1789.459
4/2/2024 3:00,4/1/2024 22:00,4/1/2024 23:00,4/1/2024,23,2802.715,1167.29,1117.268,2412.276,773.925,1422.123,534.697,1656.086
4/2/2024 4:00,4/1/2024 23:00,4/2/2024 0:00,4/1/2024,24,2578.174,1110.002,1031.092,2239.969,715.79,1316.597,494.196,1543.339
4/2/2024 5:00,4/2/2024 0:00,4/2/2024 1:00,4/2/2024,1,2429.056,1050.252,985.412,2119.983,674.47,1247.562,466.903,1470.026
4/2/2024 6:00,4/2/2024 1:00,4/2/2024 2:00,4/2/2024,2,2347.161,1037.237,958.77,2044.479,653.893,1205.441,458.791,1427.802
4/2/2024 7:00,4/2/2024 2:00,4/2/2024 3:00,4/2/2024,3,2309.287,1029.562,947.578,2018.526,648.381,1201.004,452.854,1409.699
4/2/2024 8:00,4/2/2024 3:00,4/2/2024 4:00,4/2/2024,4,2307.262,1027.482,953.682,2018.238,646.698,1206.945,452.882,1415.287
4/2/2024 9:00,4/2/2024 4:00,4/2/2024 5:00,4/2/2024,5,2376.908,1071.373,994.508,2069.239,663.096,1252.782,470.199,1453.936
4/2/2024 10:00,4/2/2024 5:00,4/2/2024 6:00,4/2/2024,6,2574.773,1163.809,1095.314,2221.191,707.66,1358.279,515.689,1571.224
4/2/2024 11:00,4/2/2024 6:00,4/2/2024 7:00,4/2/2024,7,2918.269,1305.692,1247.065,2492.773,780.398,1534.113,583.711,1767.662
4/2/2024 12:00,4/2/2024 7:00,4/2/2024 8:00,4/2/2024,8,3133.239,1326.03,1314.104,2639.112,833.334,1628.421,584.528,1857.968
4/2/2024 13:00,4/2/2024 8:00,4/2/2024 9:00,4/2/2024,9,3169.072,1232.488,1299.146,2667.867,864.44,1636.208,488.315,1841.882
4/2/2024 14:00,4/2/2024 9:00,4/2/2024 10:00,4/2/2024,10,3138.476,1136.3,1258.424,2614.65,866.942,1573.376,376.559,1814.75
4/2/2024 15:00,4/2/2024 10:00,4/2/2024 11:00,4/2/2024,11,3119.157,1083.314,1227.042,2621.365,866.095,1508.264,285.071,1806.158
4/2/2024 16:00,4/2/2024 11:00,4/2/2024 12:00,4/2/2024,12,2928.103,1051.701,1186.263,2541.724,848.57,1439.3,229.297,1633.136
4/2/2024 17:00,4/2/2024 12:00,4/2/2024 13:00,4/2/2024,13,2973.344,1036.06,1168.185,2538.076,813.878,1301.11,220.891,1703.164
4/2/2024 18:00,4/2/2024 13:00,4/2/2024 14:00,4/2/2024,14,3113.705,1027.013,1175.912,2590.249,851.077,1382.72,216.933,1743.359
4/2/2024 19:00,4/2/2024 14:00,4/2/2024 15:00,4/2/2024,15,3122.649,1003.361,1170.902,2538.821,852.268,1440.959,253.549,1738.523
4/2/2024 20:00,4/2/2024 15:00,4/2/2024 16:00,4/2/2024,16,3144.763,1027.445,1193.921,2610.821,856.327,1531.763,314.015,1810.608
4/2/2024 21:00,4/2/2024 16:00,4/2/2024 17:00,4/2/2024,17,3231.86,1098.743,1240.31,2704.026,875.502,1616.456,423.247,1866.99
4/2/2024 22:00,4/2/2024 17:00,4/2/2024 18:00,4/2/2024,18,3352.484,1242.651,1319.893,2786.787,899.76,1708.772,490.127,1928.781
4/2/2024 23:00,4/2/2024 18:00,4/2/2024 19:00,4/2/2024,19,3428.466,1333.458,1353.849,2805.031,918.169,1740.196,588.55,1965.367
4/3/2024 0:00,4/2/2024 19:00,4/2/2024 20:00,4/2/2024,20,3446.637,1370.758,1379.502,2835.503,927.159,1758.701,609.474,1972.512
4/3/2024 1:00,4/2/2024 20:00,4/2/2024 21:00,4/2/2024,21,3336.828,1342.553,1334.019,2770.317,896.417,1694.888,597.48,1926.046
4/3/2024 2:00,4/2/2024 21:00,4/2/2024 22:00,4/2/2024,22,3128.916,1248.931,1241.741,2641.262,850.333,1597.812,571.762,1828.594
4/3/2024 3:00,4/2/2024 22:00,4/2/2024 23:00,4/2/2024,23,2853.367,1137.358,1132.707,2450.386,791.044,1455.889,531.119,1696.339
4/3/2024 4:00,4/2/2024 23:00,4/3/2024 0:00,4/2/2024,24,2614.34,1068.562,1046.319,2279.765,729.411,1347.251,489.819,1581.234
4/3/2024 5:00,4/3/2024 0:00,4/3/2024 1:00,4/3/2024,1,2464.808,1043.545,989.939,2158.081,690.673,1273.434,465.077,1504.772
4/3/2024 6:00,4/3/2024 1:00,4/3/2024 2:00,4/3/2024,2,2394.426,1013.167,963.615,2079.356,669.305,1224.546,446.882,1455.347
4/3/2024 7:00,4/3/2024 2:00,4/3/2024 3:00,4/3/2024,3,2338.006,1008.787,953.017,2047.683,656.977,1208.09,442.785,1434.297
4/3/2024 8:00,4/3/2024 3:00,4/3/2024 4:00,4/3/2024,4,2319.844,1016.362,963.346,2053.505,654.982,1210.491,442.705,1435.693
4/3/2024 9:00,4/3/2024 4:00,4/3/2024 5:00,4/3/2024,5,2397.174,1063.177,1004.664,2104.665,673.416,1252.461,455.18,1475.618
4/3/2024 10:00,4/3/2024 5:00,4/3/2024 6:00,4/3/2024,6,2606.074,1164.852,1099.346,2255.743,724.322,1358.534,499.253,1592.338
4/3/2024 11:00,4/3/2024 6:00,4/3/2024 7:00,4/3/2024,7,2964.529,1289.032,1243.397,2514.615,804.081,1523.44,570.963,1787.737
4/3/2024 12:00,4/3/2024 7:00,4/3/2024 8:00,4/3/2024,8,3226.629,1347.048,1332.096,2710.641,866.391,1624.166,606.918,1917.493
4/3/2024 13:00,4/3/2024 8:00,4/3/2024 9:00,4/3/2024,9,3332.123,1359.189,1359.192,2808.005,901.661,1678.269,603.847,1965.641
4/3/2024 14:00,4/3/2024 9:00,4/3/2024 10:00,4/3/2024,10,3394.306,1335.494,1362.358,2835.076,924.284,1686.699,576.029,1985.352
4/3/2024 15:00,4/3/2024 10:00,4/3/2024 11:00,4/3/2024,11,3440.862,1320.32,1368.744,2846.947,946.976,1703.706,563.612,2017.603
4/3/2024 16:00,4/3/2024 11:00,4/3/2024 12:00,4/3/2024,12,3448.324,1293.9,1383.846,2895.529,960.019,1730.173,568.722,2049.898
4/3/2024 17:00,4/3/2024 12:00,4/3/2024 13:00,4/3/2024,13,3448.299,1283.842,1400.963,2937.242,954.58,1730.83,588.408,2054.157
4/3/2024 18:00,4/3/2024 13:00,4/3/2024 14:00,4/3/2024,14,3453.569,1292.021,1418.813,2937.716,955.574,1737.403,607.513,2050.056
4/3/2024 19:00,4/3/2024 14:00,4/3/2024 15:00,4/3/2024,15,3444.809,1307.275,1421.664,2930.777,946.136,1710.321,611.433,2010.97
4/3/2024 20:00,4/3/2024 15:00,4/3/2024 16:00,4/3/2024,16,3493.124,1339.959,1425.953,2923.503,948.792,1742.697,617.223,2029.226
4/3/2024 21:00,4/3/2024 16:00,4/3/2024 17:00,4/3/2024,17,3577.807,1388.205,1453.631,2979.689,960.828,1791.59,634.439,2088.188
4/3/2024 22:00,4/3/2024 17:00,4/3/2024 18:00,4/3/2024,18,3646.39,1438.738,1500.08,3049.681,978.387,1842.177,665.603,2142.9
4/3/2024 23:00,4/3/2024 18:00,4/3/2024 19:00,4/3/2024,19,3680.477,1467.358,1495.329,3051.895,991.225,1871.15,668.691,2141.912
4/4/2024 0:00,4/3/2024 19:00,4/3/2024 20:00,4/3/2024,20,3651.03,1465.331,1474.768,3046.208,996.685,1862.228,662.727,2118.708
4/4/2024 1:00,4/3/2024 20:00,4/3/2024 21:00,4/3/2024,21,3567.935,1399.471,1418.114,2971.69,960.109,1798.084,640.112,2065.775
4/4/2024 2:00,4/3/2024 21:00,4/3/2024 22:00,4/3/2024,22,3358.274,1326.513,1332.227,2830.256,911.123,1694.128,606.179,1968.14
4/4/2024 3:00,4/3/2024 22:00,4/3/2024 23:00,4/3/2024,23,3075.282,1229.686,1234.58,2649.431,846.234,1553.78,565.519,1826.74
4/4/2024 4:00,4/3/2024 23:00,4/4/2024 0:00,4/3/2024,24,2821.991,1159.508,1145.729,2468.212,783.486,1438.929,524.213,1710.511
4/4/2024 5:00,4/4/2024 0:00,4/4/2024 1:00,4/4/2024,1,2667.198,1104.198,1093.462,2363.023,740.433,1368.003,506.326,1645.807
4/4/2024 6:00,4/4/2024 1:00,4/4/2024 2:00,4/4/2024,2,2576.433,1072.931,1063.364,2301.659,716.551,1335.102,484.666,1602.261
4/4/2024 7:00,4/4/2024 2:00,4/4/2024 3:00,4/4/2024,3,2522.01,1054.141,1043.217,2270.111,703.228,1312.679,473.821,1581.639
4/4/2024 8:00,4/4/2024 3:00,4/4/2024 4:00,4/4/2024,4,2512.768,1048.899,1044.411,2276.16,701.18,1325.238,477.491,1588.577
4/4/2024 9:00,4/4/2024 4:00,4/4/2024 5:00,4/4/2024,5,2587.067,1031.86,1059.763,2343.436,718.457,1361.183,487.269,1626.02
4/4/2024 10:00,4/4/2024 5:00,4/4/2024 6:00,4/4/2024,6,2786.986,1020.782,1082.011,2505.744,769.231,1476.607,526.236,1723.416
4/4/2024 11:00,4/4/2024 6:00,4/4/2024 7:00,4/4/2024,7,3134.176,1036.732,1135.497,2776.088,854.399,1647.089,580.236,1887.293
4/4/2024 12:00,4/4/2024 7:00,4/4/2024 8:00,4/4/2024,8,3376.018,1071.179,1192.313,2993.571,916.922,1767.113,617.457,2012.373
4/4/2024 13:00,4/4/2024 8:00,4/4/2024 9:00,4/4/2024,9,3464.67,1094.185,1213.086,3116.833,951.951,1824.126,641.945,2105.107
4/4/2024 14:00,4/4/2024 9:00,4/4/2024 10:00,4/4/2024,10,3431.124,1055.599,1228.968,3180.636,970.572,1839.524,652.08,2147.957
4/4/2024 15:00,4/4/2024 10:00,4/4/2024 11:00,4/4/2024,11,3331.412,1051.082,1245.837,3203.821,969.615,1834.802,655.275,2175.854
4/4/2024 16:00,4/4/2024 11:00,4/4/2024 12:00,4/4/2024,12,3200.056,1028.487,1249.248,3201.304,952.33,1800.553,639.493,2179.877
4/4/2024 17:00,4/4/2024 12:00,4/4/2024 13:00,4/4/2024,13,3112.217,1014.211,1264.48,3174.584,929.321,1734.179,622.893,2138.048
4/4/2024 18:00,4/4/2024 13:00,4/4/2024 14:00,4/4/2024,14,2967.205,1015.598,1241.39,3120.667,919.083,1680.849,604.232,2095.4
4/4/2024 19:00,4/4/2024 14:00,4/4/2024 15:00,4/4/2024,15,2900.422,1014.753,1206.837,3071.296,908.763,1634.152,578.584,2052.115
4/4/2024 20:00,4/4/2024 15:00,4/4/2024 16:00,4/4/2024,16,2951.107,1006.003,1215.303,3065.113,905.158,1655.696,573.071,2030.902
4/4/2024 21:00,4/4/2024 16:00,4/4/2024 17:00,4/4/2024,17,3039.365,1050.759,1228.641,3082.992,910.292,1706.479,590.242,2043.837
4/4/2024 22:00,4/4/2024 17:00,4/4/2024 18:00,4/4/2024,18,3136.629,1075.775,1265.516,3126.398,940.872,1786.878,615.151,2095.809
4/4/2024 23:00,4/4/2024 18:00,4/4/2024 19:00,4/4/2024,19,3214.132,1097.699,1279.428,3111.585,959.744,1829.674,633.183,2114.751
4/5/2024 0:00,4/4/2024 19:00,4/4/2024 20:00,4/4/2024,20,3362.703,1105.047,1293.781,3107.679,978.25,1866.038,641.026,2119.558
4/5/2024 1:00,4/4/2024 20:00,4/4/2024 21:00,4/4/2024,21,3352.186,1073.204,1266.848,3037.01,963.048,1823.845,621.344,2080.526
4/5/2024 2:00,4/4/2024 21:00,4/4/2024 22:00,4/4/2024,22,3186.012,1015.768,1189.304,2905.573,918.019,1727.049,596.543,1977.304
4/5/2024 3:00,4/4/2024 22:00,4/4/2024 23:00,4/4/2024,23,2937.156,950.521,1098.082,2691.971,851.219,1584.429,555.909,1835.11
4/5/2024 4:00,4/4/2024 23:00,4/5/2024 0:00,4/4/2024,24,2708.821,890.073,1026.899,2502.44,787.509,1444.733,517.32,1714.882
4/5/2024 5:00,4/5/2024 0:00,4/5/2024 1:00,4/5/2024,1,2648.425,857.646,979.66,2376.758,745.994,1387.25,489.869,1640.689
4/5/2024 6:00,4/5/2024 1:00,4/5/2024 2:00,4/5/2024,2,2566.456,833.733,955.934,2298.965,723.154,1340.114,472.357,1588.11
4/5/2024 7:00,4/5/2024 2:00,4/5/2024 3:00,4/5/2024,3,2524.99,828.275,945.547,2259.324,713.402,1318.957,468.229,1564.31
4/5/2024 8:00,4/5/2024 3:00,4/5/2024 4:00,4/5/2024,4,2527.745,820.565,953.42,2252.281,706.94,1321.11,468.579,1564.651
4/5/2024 9:00,4/5/2024 4:00,4/5/2024 5:00,4/5/2024,5,2594.663,851.043,986.183,2300.464,723.328,1362.057,479.54,1602.769
4/5/2024 10:00,4/5/2024 5:00,4/5/2024 6:00,4/5/2024,6,2803.707,904.408,1064.075,2458.637,773.561,1467.708,513.462,1713.934
4/5/2024 11:00,4/5/2024 6:00,4/5/2024 7:00,4/5/2024,7,3137.356,1006.394,1175.172,2715.964,845.676,1621.496,576.27,1896.256
4/5/2024 12:00,4/5/2024 7:00,4/5/2024 8:00,4/5/2024,8,3246.563,1085.633,1265.382,2865.745,883.279,1648.628,620.877,1981.82
4/5/2024 13:00,4/5/2024 8:00,4/5/2024 9:00,4/5/2024,9,3116.705,1152.347,1305.066,2895.004,869.569,1549.414,632.627,1940.04
4/5/2024 14:00,4/5/2024 9:00,4/5/2024 10:00,4/5/2024,10,2982.974,1168.071,1312.113,2815.166,845.098,1424.941,615.021,1880.31
4/5/2024 15:00,4/5/2024 10:00,4/5/2024 11:00,4/5/2024,11,3016.276,1182.659,1304.605,2779.855,844.749,1364.016,580.73,1864.216
4/5/2024 16:00,4/5/2024 11:00,4/5/2024 12:00,4/5/2024,12,3050.925,1177.897,1283.806,2765.993,871.478,1435.864,548.11,1895.451
4/5/2024 17:00,4/5/2024 12:00,4/5/2024 13:00,4/5/2024,13,3067.05,1167.517,1271.106,2792.553,878.731,1511.582,525.51,1908.943
4/5/2024 18:00,4/5/2024 13:00,4/5/2024 14:00,4/5/2024,14,3001.948,1144.49,1265.49,2792.733,870.737,1532.559,514.484,1915.952
4/5/2024 19:00,4/5/2024 14:00,4/5/2024 15:00,4/5/2024,15,2952.929,1147.243,1249.074,2767.967,843.896,1519.209,512.656,1882.827
4/5/2024 20:00,4/5/2024 15:00,4/5/2024 16:00,4/5/2024,16,2921.13,1169.211,1254.63,2681.956,828.702,1468.289,536.148,1825.455
4/5/2024 21:00,4/5/2024 16:00,4/5/2024 17:00,4/5/2024,17,2962.509,1196.276,1274.305,2729.898,845.498,1514.77,562.904,1852.114
4/5/2024 22:00,4/5/2024 17:00,4/5/2024 18:00,4/5/2024,18,3105.645,1237.724,1314.853,2836.902,879.157,1636.292,597.208,1932.423
4/5/2024 23:00,4/5/2024 18:00,4/5/2024 19:00,4/5/2024,19,3225.073,1267.701,1324.418,2836.853,900.239,1692.626,621.171,1974.82
4/6/2024 0:00,4/5/2024 19:00,4/5/2024 20:00,4/5/2024,20,3323.308,1292.375,1343.461,2846.538,921.968,1732.748,637.002,1995.325
4/6/2024 1:00,4/5/2024 20:00,4/5/2024 21:00,4/5/2024,21,3297.479,1264.889,1314.064,2796.949,903.655,1692.51,627.63,1954.02
4/6/2024 2:00,4/5/2024 21:00,4/5/2024 22:00,4/5/2024,22,3151.977,1193.039,1242.271,2694.278,861.845,1611.825,608.872,1871.827
4/6/2024 3:00,4/5/2024 22:00,4/5/2024 23:00,4/5/2024,23,2958.153,1127.562,1155.633,2545.986,812.329,1496.568,576.28,1758.133
4/6/2024 4:00,4/5/2024 23:00,4/6/2024 0:00,4/5/2024,24,2747.116,1060.623,1076.077,2391.165,758.836,1391.494,537.705,1649.989
4/6/2024 5:00,4/6/2024 0:00,4/6/2024 1:00,4/6/2024,1,2586.184,1020.973,1015.362,2274.033,724.414,1316.16,509.657,1571.151
4/6/2024 6:00,4/6/2024 1:00,4/6/2024 2:00,4/6/2024,2,2479.536,989.059,981.536,2191.58,699.898,1264.284,490.515,1519.893
4/6/2024 7:00,4/6/2024 2:00,4/6/2024 3:00,4/6/2024,3,2419.481,978.211,963.747,2149.731,682.927,1237.34,481.634,1490.109
4/6/2024 8:00,4/6/2024 3:00,4/6/2024 4:00,4/6/2024,4,2400.392,978.103,962.249,2135.963,677.628,1230.482,476.761,1480.957
4/6/2024 9:00,4/6/2024 4:00,4/6/2024 5:00,4/6/2024,5,2427.228,993.586,976.744,2151.365,681.81,1255.306,482.83,1492.077
4/6/2024 10:00,4/6/2024 5:00,4/6/2024 6:00,4/6/2024,6,2511.539,1024.209,1014.882,2224.351,701.199,1309.56,499.048,1539.866
4/6/2024 11:00,4/6/2024 6:00,4/6/2024 7:00,4/6/2024,7,2644.036,1084.44,1076.462,2339.458,734.09,1371.017,531.389,1600.837
4/6/2024 12:00,4/6/2024 7:00,4/6/2024 8:00,4/6/2024,8,2732.593,1149.747,1133.627,2424.561,775.431,1425.509,556.212,1649.694
4/6/2024 13:00,4/6/2024 8:00,4/6/2024 9:00,4/6/2024,9,2780.065,1195.007,1181.718,2482.731,802.267,1428.929,556.074,1664.022
4/6/2024 14:00,4/6/2024 9:00,4/6/2024 10:00,4/6/2024,10,2880.961,1214.667,1232.212,2527.441,795.199,1414.054,536.32,1664.932
4/6/2024 15:00,4/6/2024 10:00,4/6/2024 11:00,4/6/2024,11,2835.745,1216.585,1249.753,2603.119,806.051,1469.079,507.913,1716.964
4/6/2024 16:00,4/6/2024 11:00,4/6/2024 12:00,4/6/2024,12,2808.524,1188.861,1246.149,2579.939,816.598,1480.802,463.577,1666.207
4/6/2024 17:00,4/6/2024 12:00,4/6/2024 13:00,4/6/2024,13,2742.664,1164.539,1223.161,2559.097,814.026,1432.441,423.181,1643.376
4/6/2024 18:00,4/6/2024 13:00,4/6/2024 14:00,4/6/2024,14,2563.533,1158.692,1197.561,2514.403,798.355,1402.43,403.49,1623.539
4/6/2024 19:00,4/6/2024 14:00,4/6/2024 15:00,4/6/2024,15,2597.991,1164.273,1183.311,2483.562,793.882,1378.922,440.959,1609.621
4/6/2024 20:00,4/6/2024 15:00,4/6/2024 16:00,4/6/2024,16,2618.599,1201.847,1182.876,2499.07,782.398,1427.378,492.707,1588.152
4/6/2024 21:00,4/6/2024 16:00,4/6/2024 17:00,4/6/2024,17,2753.15,1257.342,1212.879,2541.201,793.667,1487.17,534.936,1637.837
4/6/2024 22:00,4/6/2024 17:00,4/6/2024 18:00,4/6/2024,18,2911.077,1323.46,1270.027,2644.572,820.596,1575.08,576.373,1748.855
4/6/2024 23:00,4/6/2024 18:00,4/6/2024 19:00,4/6/2024,19,3038.405,1351.475,1293.382,2704.985,842.952,1649.611,610.271,1808.221
4/7/2024 0:00,4/6/2024 19:00,4/6/2024 20:00,4/6/2024,20,3126.785,1366.986,1305.688,2767.244,875.175,1693.365,626.683,1854.179
4/7/2024 1:00,4/6/2024 20:00,4/6/2024 21:00,4/6/2024,21,3112.129,1328.036,1275.705,2734.295,866.403,1662.305,615.307,1828.966
4/7/2024 2:00,4/6/2024 21:00,4/6/2024 22:00,4/6/2024,22,2990.587,1269.518,1209.776,2654.629,838.001,1586.586,594.99,1766.821
4/7/2024 3:00,4/6/2024 22:00,4/6/2024 23:00,4/6/2024,23,2828.94,1196.152,1128.761,2532.025,790.392,1488.916,564.373,1679.024
4/7/2024 4:00,4/6/2024 23:00,4/7/2024 0:00,4/6/2024,24,2662.938,1112.948,1057.548,2399.842,744.375,1394.091,525.449,1584.664
4/7/2024 5:00,4/7/2024 0:00,4/7/2024 1:00,4/7/2024,1,2518.558,1065.619,1005.31,2294.715,706.704,1322.716,498.101,1514.199
4/7/2024 6:00,4/7/2024 1:00,4/7/2024 2:00,4/7/2024,2,2426.993,1038.509,974.204,2220.903,681.221,1268.789,475.851,1460.724
4/7/2024 7:00,4/7/2024 2:00,4/7/2024 3:00,4/7/2024,3,2367.904,1019.346,958.763,2171.637,666.856,1247.576,467.806,1434.734
4/7/2024 8:00,4/7/2024 3:00,4/7/2024 4:00,4/7/2024,4,2345.447,1023.695,954.738,2151.275,662.977,1239.82,464.86,1428.837
4/7/2024 9:00,4/7/2024 4:00,4/7/2024 5:00,4/7/2024,5,2359.604,1042.034,965.171,2158.788,664.807,1248.398,473.463,1437.793
4/7/2024 10:00,4/7/2024 5:00,4/7/2024 6:00,4/7/2024,6,2421.383,1055.224,996.409,2204.367,680.158,1286.932,489.267,1474.191
4/7/2024 11:00,4/7/2024 6:00,4/7/2024 7:00,4/7/2024,7,2524.612,1110.228,1049.731,2278.81,701.818,1332.862,515.618,1525.646
4/7/2024 12:00,4/7/2024 7:00,4/7/2024 8:00,4/7/2024,8,2558.899,1166.899,1112.28,2354.72,723.236,1379.221,514.281,1564.276
4/7/2024 13:00,4/7/2024 8:00,4/7/2024 9:00,4/7/2024,9,2524.333,1218.394,1167.623,2417.5,756.091,1423.373,471.512,1582.367
4/7/2024 14:00,4/7/2024 9:00,4/7/2024 10:00,4/7/2024,10,2553.21,1227.223,1183.344,2411.025,778.026,1421.087,395.956,1604.822
4/7/2024 15:00,4/7/2024 10:00,4/7/2024 11:00,4/7/2024,11,2626.889,1203.552,1195.871,2485.31,798.567,1391.088,321.359,1627.466
4/7/2024 16:00,4/7/2024 11:00,4/7/2024 12:00,4/7/2024,12,2565.435,1181.146,1189.461,2485.408,812.823,1391.053,272.94,1619.344
4/7/2024 17:00,4/7/2024 12:00,4/7/2024 13:00,4/7/2024,13,2507.305,1166.853,1178.794,2491.214,822.971,1364.156,222.92,1542.304
4/7/2024 18:00,4/7/2024 13:00,4/7/2024 14:00,4/7/2024,14,2392.536,1125.064,1136.235,2503.473,818.85,1345.62,190.539,1457.497
4/7/2024 19:00,4/7/2024 14:00,4/7/2024 15:00,4/7/2024,15,2313.117,1107.044,1111.721,2427.268,807.954,1324.798,175.268,1390.853
4/7/2024 20:00,4/7/2024 15:00,4/7/2024 16:00,4/7/2024,16,2274.775,1109.047,1119.373,2396.617,792.682,1275.232,196.206,1387.857
4/7/2024 21:00,4/7/2024 16:00,4/7/2024 17:00,4/7/2024,17,2422.779,1136.878,1179.621,2490.052,783.843,1364.992,274.689,1485.412
4/7/2024 22:00,4/7/2024 17:00,4/7/2024 18:00,4/7/2024,18,2639.998,1247.657,1238.126,2603.63,821.015,1554.565,418.332,1643.793
4/7/2024 23:00,4/7/2024 18:00,4/7/2024 19:00,4/7/2024,19,2864.92,1325.829,1263.997,2679.317,855.817,1652.146,553.159,1757.155
4/8/2024 0:00,4/7/2024 19:00,4/7/2024 20:00,4/7/2024,20,3019.486,1362.687,1294.235,2734.235,883.217,1683.341,605.715,1825.727
