ags,year,state,state_name,eligible_voters,number_voters,valid_votes,invalid_votes,turnout,cdu,csu,spd,gruene,fdp,linke_pds,afd,npd,rep,die_rechte,dvu,iii_weg,bf_b,ddd,dg,dns,drp,dsu,dkp,kpd,mlpd,sgp,spad,bsa,bwk,x50plus,ab_2000,ad_demokraten,adf,adm,agfg,apd,appd,aufbruch,b,bge,big,bp,buendnis_c,buendnis21,buergerbewegung,bueso,cbv,chance_2000,cm,deutschland,di_b,die_basis,die_humanisten,die_partei,dm,dp,dpd,du,eap,familie,forum,frauen,freie_waehler,fwd,gartenpartei,gb_bhe,gdp,gesundheitsforschung,graue,gvp,hp,liebe,liga,lkr,menschliche_welt,mg,muendige,naturgesetz,nichtwaehler,oedp,offensive_d,oko_union,partei_der_vernunft,pass,patrioten,pbc,pd_f,pdv,piraten,prg,pro_deutschland,pro_dm,rentner,rrp,schill,ssw,statt_partei,team_todenhoefer,tierschutz,tierschutzallianz,unabhaengige,usd,v_partei3,vaa,violetten,volksabstimmung,volt,zentrum,cdu_csu,far_right,far_left,far_left_w_linke
7275,1953,7,Rhineland-Palatinate,16953,13938,13573,365,0.822155371,0.479839288,0,0.248529201,,0.122255704,,,,,,,,,,,0,0.065647869,,,0.012842589,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.007676855,,,,,,,,,,0.013847037,,,,0.023174057,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.479839288,0.065647869,0.012842589,0.012842589
7276,1953,7,Rhineland-Palatinate,94215,79218,76467,2751,0.840821525,0.342699891,0,0.399012851,,0.098765432,,,,,,,,,,,0,0.015173319,,,0.07610644,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0076624,,,,,,,,,,0.008179959,,,,0.017672751,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.342699891,0.015173319,0.07610644,0.07610644
7277,1953,7,Rhineland-Palatinate,20059,17424,16921,503,0.868637519,0.400137741,0,0.28437787,,0.152548209,,,,,,,,,,,0,0.028581267,,,0.057105142,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.023702938,,,,,,,,,,0.017045455,,,,0.00763315,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.400137741,0.028581267,0.057105142,0.057105142
7278,1953,7,Rhineland-Palatinate,31598,26866,25742,1124,0.850243686,0.371361572,0,0.334809797,,0.10593315,,,,,,,,,,,0,0.05412045,,,0.070944688,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.007146579,,,,,,,,,,0.005881039,,,,0.007965458,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.371361572,0.05412045,0.070944688,0.070944688
7279,1953,7,Rhineland-Palatinate,22974,19571,18876,695,0.851876034,0.426140718,0,0.324510756,,0.10908998,,,,,,,,,,,0,0.023759644,,,0.049154361,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.004598641,,,,,,,,,,0.015430995,,,,0.011803178,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.426140718,0.023759644,0.049154361,0.049154361
7280,1953,7,Rhineland-Palatinate,19313,16097,15450,647,0.833480039,0.340808846,0,0.340560353,,0.125178605,,,,,,,,,,,0,0.073740449,,,0.036590669,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.021308318,,,,,,,,,,0.008138162,,,,0.013480773,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.340808846,0.073740449,0.036590669,0.036590669
7281,1953,7,Rhineland-Palatinate,28746,24772,23750,1022,0.861754679,0.471136767,0,0.278661392,,0.104553528,,,,,,,,,,,0,0.049491361,,,0.009970935,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.005288229,,,,,,,,,,0.011706766,,,,0.027934765,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.471136767,0.049491361,0.009970935,0.009970935
7282,1953,7,Rhineland-Palatinate,34383,30906,29618,1288,0.898874444,0.340839966,0,0.391509739,,0.117097004,,,,,,,,,,,0,0.050540348,,,0.028732285,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.006762441,,,,,,,,,,0.017763541,,,,0.00507992,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.340839966,0.050540348,0.028732285,0.028732285
7283,1953,7,Rhineland-Palatinate,45506,40106,38428,1678,0.88133433,0.540318157,0,0.252356256,,0.075076048,,,,,,,,,,,0,0.035979654,,,0.016605994,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.004936917,,,,,,,,,,0.010721588,,,,0.022166259,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.540318157,0.035979654,0.016605994,0.016605994
7284,1953,7,Rhineland-Palatinate,58380,49214,47036,2178,0.842994176,0.454484496,0,0.298248466,,0.126915105,,,,,,,,,,,0,0.009529809,,,0.019445686,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.009692364,,,,,,,,,,0.021802739,,,,0.015625635,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.454484496,0.009529809,0.019445686,0.019445686
7285,1953,7,Rhineland-Palatinate,23121,20125,19331,794,0.87042083,0.340173913,0,0.385888199,,0.097490683,,,,,,,,,,,0,0.07647205,,,0.015602484,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008099379,,,,,,,,,,0.030360248,,,,0.006459627,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.340173913,0.07647205,0.015602484,0.015602484
7286,1953,7,Rhineland-Palatinate,48380,36513,35034,1479,0.754712691,0.289513324,0,0.392298633,,0.167556761,,,,,,,,,,,0,0.017035029,,,0.053186536,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.01109194,,,,,,,,,,0.016678991,,,,0.012132665,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.289513324,0.017035029,0.053186536,0.053186536
7287,1953,7,Rhineland-Palatinate,39864,35187,33939,1248,0.882676099,0.527467531,0,0.235569955,,0.126126126,,,,,,,,,,,0,0.040753687,,,0.00892375,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.004177679,,,,,,,,,,0.008639554,,,,0.012874073,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.527467531,0.040753687,0.00892375,0.00892375
7288,1953,7,Rhineland-Palatinate,24498,21707,20612,1095,0.886072332,0.2991201,0,0.412493666,,0.11641406,,,,,,,,,,,0,0.030773483,,,0.060717741,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.005021422,,,,,,,,,,0.010181048,,,,0.014833925,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.2991201,0.030773483,0.060717741,0.060717741
7289,1953,7,Rhineland-Palatinate,60203,52312,49989,2323,0.868926798,0.388744456,0,0.331224193,,0.14130601,,,,,,,,,,,0,0.036779324,,,0.027316868,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.009405108,,,,,,,,,,0.015216394,,,,0.005601009,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.388744456,0.036779324,0.027316868,0.027316868
7290,1953,7,Rhineland-Palatinate,47050,42531,40933,1598,0.903953241,0.589123228,0,0.251604712,,0.082481014,,,,,,,,,,,0,0.013731161,,,0.01039242,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.002962545,,,,,,,,,,0.007312313,,,,0.004820014,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.589123228,0.013731161,0.01039242,0.01039242
7291,1953,7,Rhineland-Palatinate,27875,22268,21537,731,0.798852018,0.317945033,0,0.356745105,,0.220226334,,,,,,,,,,,0,0.025148195,,,0.01073289,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.012574097,,,,,,,,,,0.016840309,,,,0.006960661,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.317945033,0.025148195,0.01073289,0.01073289
7292,1953,7,Rhineland-Palatinate,20863,19136,18358,778,0.917221876,0.601327341,0,0.251619983,,0.037886706,,,,,,,,,,,0,0.008779264,,,0.037207358,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.002351589,,,,,,,,,,0.011026338,,,,0.009145067,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.601327341,0.008779264,0.037207358,0.037207358
7293,1953,7,Rhineland-Palatinate,17812,14447,13916,531,0.811082416,0.41095037,0,0.306430401,,0.139544542,,,,,,,,,,,0,0.05855887,,,0.022288364,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008721534,,,,,,,,,,0.007337163,,,,0.009413719,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.41095037,0.05855887,0.022288364,0.022288364
8294,1953,8,Baden-Württemberg,48367,40404,39144,1260,0.835362954,0.273364023,0,0.337120087,,0.258761509,,,,,,,,,,,0.005494505,0,,,0.035615286,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.018166518,,,,,,,,,,0.027769528,,,,0.012523513,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.273364023,0.005494505,0.035615286,0.035615286
8295,1953,8,Baden-Württemberg,393856,310393,303222,7171,0.788087524,0.355848875,0,0.297935198,,0.199627569,,,,,,,,,,,0.00843769,0,,,0.041634315,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.021111945,,,,,,,,,,0.02998779,,,,0.022313648,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.355848875,0.00843769,0.041634315,0.041634315
8296,1953,8,Baden-Württemberg,56999,46592,45451,1141,0.817417849,0.533353365,0,0.229567308,,0.111607143,,,,,,,,,,,0.010452438,0,,,0.014122596,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.018822974,,,,,,,,,,0.031121223,,,,0.026463771,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.533353365,0.010452438,0.014122596,0.014122596
8297,1953,8,Baden-Württemberg,81761,72792,70785,2007,0.890302222,0.633627322,0,0.154962084,,0.076904055,,,,,,,,,,,0.00616826,0,,,0.009286735,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.00802286,,,,,,,,,,0.077879437,,,,0.005577536,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.633627322,0.00616826,0.009286735,0.009286735
8298,1953,8,Baden-Württemberg,52112,41192,39987,1205,0.790451336,0.402432511,0,0.253495824,,0.206035152,,,,,,,,,,,0.013303554,0,,,0.01806176,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.010754515,,,,,,,,,,0.052218877,,,,0.014444552,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.402432511,0.013303554,0.01806176,0.01806176
8299,1953,8,Baden-Württemberg,66833,52401,50568,1833,0.784058773,0.483311387,0,0.252476098,,0.084635789,,,,,,,,,,,0.00937005,0,,,0.020171371,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.011679166,,,,,,,,,,0.091372302,,,,0.012003588,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.483311387,0.00937005,0.020171371,0.020171371
8300,1953,8,Baden-Württemberg,40581,31887,30782,1105,0.78576181,0.522469972,0,0.166964594,,0.147928623,,,,,,,,,,,0.010756735,0,,,0.006303509,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.011791639,,,,,,,,,,0.073948631,,,,0.025182676,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.522469972,0.010756735,0.006303509,0.006303509
8301,1953,8,Baden-Württemberg,102493,83791,81225,2566,0.817529002,0.408767051,0,0.283801363,,0.115632944,,,,,,,,,,,0.017102075,0,,,0.036197205,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.014953873,,,,,,,,,,0.080569512,,,,0.012352162,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.408767051,0.017102075,0.036197205,0.036197205
8302,1953,8,Baden-Württemberg,119371,100662,98105,2557,0.843270141,0.471607955,0,0.272992788,,0.102531243,,,,,,,,,,,0.010262065,0,,,0.0168882,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.007182452,,,,,,,,,,0.072589458,,,,0.020543999,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.471607955,0.010262065,0.0168882,0.0168882
8303,1953,8,Baden-Württemberg,64025,52469,50762,1707,0.819508005,0.510625322,0,0.238483676,,0.090205645,,,,,,,,,,,0.005565191,0,,,0.021517467,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.01082544,,,,,,,,,,0.071432655,,,,0.018811108,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.510625322,0.005565191,0.021517467,0.021517467
8304,1953,8,Baden-Württemberg,96551,81061,77816,3245,0.839566654,0.32643318,0,0.256054083,,0.277544072,,,,,,,,,,,0.006710995,0,,,0.012965544,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.01226237,,,,,,,,,,0.059091302,,,,0.008906873,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.32643318,0.006710995,0.012965544,0.012965544
8305,1953,8,Baden-Württemberg,19199,16796,16313,483,0.874837231,0.524648726,0,0.126101453,,0.169683258,,,,,,,,,,,0.010835913,0,,,0.005477495,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.012800667,,,,,,,,,,0.110621577,,,,0.011074065,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.524648726,0.010835913,0.005477495,0.005477495
8306,1953,8,Baden-Württemberg,46070,37558,36215,1343,0.815237682,0.431066617,0,0.244182331,,0.104771287,,,,,,,,,,,0.016561052,0,,,0.032429842,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.009105916,,,,,,,,,,0.100697588,,,,0.025427339,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.431066617,0.016561052,0.032429842,0.032429842
8307,1953,8,Baden-Württemberg,127863,103698,100524,3174,0.811008658,0.324827866,0,0.283149145,,0.212115952,,,,,,,,,,,0.013423595,0,,,0.025429613,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.019508573,,,,,,,,,,0.075748809,,,,0.015188335,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.324827866,0.013423595,0.025429613,0.025429613
8308,1953,8,Baden-Württemberg,27819,23678,23017,661,0.851144901,0.628304755,0,0.096038517,,0.133499451,,,,,,,,,,,0.00730636,0,,,0.003505364,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.010431624,,,,,,,,,,0.087253991,,,,0.005743728,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.628304755,0.00730636,0.003505364,0.003505364
8309,1953,8,Baden-Württemberg,73870,60228,58412,1816,0.815324218,0.414093113,0,0.266935645,,0.101215382,,,,,,,,,,,0.021551438,0,,,0.022995949,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.02100352,,,,,,,,,,0.105964003,,,,0.016088862,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.414093113,0.021551438,0.022995949,0.022995949
8310,1953,8,Baden-Württemberg,27377,21422,20643,779,0.782481645,0.310615255,0,0.163663523,,0.348940342,,,,,,,,,,,0.015778172,0,,,0.009476239,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.012650546,,,,,,,,,,0.090094296,,,,0.012417141,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.310615255,0.015778172,0.009476239,0.009476239
8311,1953,8,Baden-Württemberg,59209,50857,49733,1124,0.858940364,0.538804884,0,0.165699904,,0.115048076,,,,,,,,,,,0.003932595,0,,,0.012014079,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.004994396,,,,,,,,,,0.130916098,,,,0.006488782,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.538804884,0.003932595,0.012014079,0.012014079
8312,1953,8,Baden-Württemberg,36491,29478,28609,869,0.807815626,0.438225117,0,0.200929507,,0.19964041,,,,,,,,,,,0.004884999,0,,,0.007429269,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.022457426,,,,,,,,,,0.070866409,,,,0.026087252,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.438225117,0.004884999,0.007429269,0.007429269
8313,1953,8,Baden-Württemberg,48517,41456,39895,1561,0.854463384,0.609417213,0,0.170711115,,0.068602856,,,,,,,,,,,0.007188344,0,,,0.006826515,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.017633153,,,,,,,,,,0.069615978,,,,0.012350444,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.609417213,0.007188344,0.006826515,0.006826515
8314,1953,8,Baden-Württemberg,42870,33029,31707,1322,0.770445533,0.352568955,0,0.255351358,,0.165975355,,,,,,,,,,,0.00617639,0,,,0.021829302,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008235187,,,,,,,,,,0.131551061,,,,0.01828696,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.352568955,0.00617639,0.021829302,0.021829302
8315,1953,8,Baden-Württemberg,97660,78666,76228,2438,0.805508908,0.3651514,0,0.232616378,,0.219370503,,,,,,,,,,,0.012127221,0,,,0.021470521,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.007538199,,,,,,,,,,0.092352478,,,,0.018381512,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.3651514,0.012127221,0.021470521,0.021470521
8316,1953,8,Baden-Württemberg,82794,65721,63967,1754,0.793789405,0.451682111,0,0.255671703,,0.13222562,,,,,,,,,,,0.019537134,0,,,0.029077464,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.027479801,,,,,,,,,,0.034555165,,,,0.023082424,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.451682111,0.019537134,0.029077464,0.029077464
8317,1953,8,Baden-Württemberg,147862,115433,112576,2857,0.780680635,0.487373628,0,0.308300053,,0.075255776,,,,,,,,,,,0.014883092,0,,,0.025434668,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.015541483,,,,,,,,,,0.03926087,,,,0.009200142,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.487373628,0.014883092,0.025434668,0.025434668
8318,1953,8,Baden-Württemberg,189108,147624,143508,4116,0.780633289,0.359006666,0,0.363138785,,0.098202189,,,,,,,,,,,0.014279521,0,,,0.071275673,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.025883325,,,,,,,,,,0.018987428,,,,0.021344768,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.359006666,0.014279521,0.071275673,0.071275673
8319,1953,8,Baden-Württemberg,43887,33572,32312,1260,0.764964568,0.339062314,0,0.326313595,,0.197337067,,,,,,,,,,,0.007565829,0,,,0.023680448,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.021833671,,,,,,,,,,0.029012272,,,,0.017663529,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.339062314,0.007565829,0.023680448,0.023680448
8320,1953,8,Baden-Württemberg,69398,57260,54336,2924,0.825095824,0.619332868,0,0.190254977,,0.054732798,,,,,,,,,,,0.009605309,0,,,0.020450576,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.010443591,,,,,,,,,,0.038106881,,,,0.006007684,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.619332868,0.009605309,0.020450576,0.020450576
8321,1953,8,Baden-Württemberg,41908,36336,35030,1306,0.867042092,0.631852708,0,0.107028842,,0.088479745,,,,,,,,,,,0.008008587,0,,,0.005366579,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008173712,,,,,,,,,,0.107964553,,,,0.007182959,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.631852708,0.008008587,0.005366579,0.005366579
8322,1953,8,Baden-Württemberg,84292,70886,67816,3070,0.840957623,0.468752645,0,0.245394013,,0.107496544,,,,,,,,,,,0.023262703,0,,,0.02412324,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.021188951,,,,,,,,,,0.049953446,,,,0.016519482,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.468752645,0.023262703,0.02412324,0.02412324
8323,1953,8,Baden-Württemberg,95043,78153,73781,4372,0.822290963,0.498304608,0,0.256151395,,0.058308702,,,,,,,,,,,0.022020908,0,,,0.021649841,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008457769,,,,,,,,,,0.071334434,,,,0.007830793,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.498304608,0.022020908,0.021649841,0.021649841
8324,1953,8,Baden-Württemberg,93678,79100,72860,6240,0.844381819,0.396864728,0,0.263969659,,0.100189633,,,,,,,,,,,0.013893805,0,,,0.054247788,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.023299621,,,,,,,,,,0.059355247,,,,0.009292035,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.396864728,0.013893805,0.054247788,0.054247788
8325,1953,8,Baden-Württemberg,40086,32749,31629,1120,0.816968518,0.497877798,0,0.198112919,,0.101438212,,,,,,,,,,,0.029527619,0,,,0.009618614,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.015511924,,,,,,,,,,0.076429815,,,,0.037283581,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.497877798,0.029527619,0.009618614,0.009618614
8326,1953,8,Baden-Württemberg,39184,30484,28607,1877,0.7779706,0.402145388,0,0.32804094,,0.103496916,,,,,,,,,,,0.008463456,0,,,0.024734287,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.00905393,,,,,,,,,,0.049271749,,,,0.01322005,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.402145388,0.008463456,0.024734287,0.024734287
8327,1953,8,Baden-Württemberg,50437,40780,39416,1364,0.808533418,0.419592938,0,0.20188818,,0.155787151,,,,,,,,,,,0.032319765,0,,,0.012923001,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.024178519,,,,,,,,,,0.105590976,,,,0.014271702,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.419592938,0.032319765,0.012923001,0.012923001
8328,1953,8,Baden-Württemberg,51048,44458,42988,1470,0.870905814,0.647510009,0,0.119101174,,0.108574385,,,,,,,,,,,0.002406766,0,,,0.006118134,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.004003779,,,,,,,,,,0.075037114,,,,0.004183724,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.647510009,0.002406766,0.006118134,0.006118134
8329,1953,8,Baden-Württemberg,28378,22532,22000,532,0.793995349,0.60154447,0,0.192748092,,0.109089295,,,,,,,,,,,0.003816794,0,,,0.012604296,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.020459791,,,,,,,,,,0.02680632,,,,0.009320078,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.60154447,0.003816794,0.012604296,0.012604296
8330,1953,8,Baden-Württemberg,84934,66786,65164,1622,0.786328208,0.538211601,0,0.230332704,,0.087308717,,,,,,,,,,,0.009537927,0,,,0.018461953,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.033704669,,,,,,,,,,0.024975294,,,,0.033180607,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.538211601,0.009537927,0.018461953,0.018461953
8331,1953,8,Baden-Württemberg,34487,27392,26866,526,0.794270305,0.60864486,0,0.192063376,,0.091377044,,,,,,,,,,,0.017158294,0,,,0.015442465,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.018947138,,,,,,,,,,0.0255184,,,,0.011645736,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.60864486,0.017158294,0.015442465,0.015442465
8332,1953,8,Baden-Württemberg,49007,39586,37334,2252,0.807762156,0.688450462,0,0.12873238,,0.06401253,,,,,,,,,,,0.006492194,0,,,0.012226545,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008285758,,,,,,,,,,0.030995807,,,,0.003915526,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.688450462,0.006492194,0.012226545,0.012226545
8333,1953,8,Baden-Württemberg,37698,31433,30389,1044,0.833810812,0.646549804,0,0.167117361,,0.094932078,,,,,,,,,,,0.004422104,0,,,0.012534597,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.008748767,,,,,,,,,,0.026437184,,,,0.006044603,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.646549804,0.004422104,0.012534597,0.012534597
8334,1953,8,Baden-Württemberg,58684,47523,45501,2022,0.809811874,0.541295794,0,0.246617427,,0.099088862,,,,,,,,,,,0.00267239,0,,,0.00904825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.011636471,,,,,,,,,,0.038823307,,,,0.00826968,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.541295794,0.00267239,0.00904825,0.00904825
8335,1953,8,Baden-Württemberg,42322,34936,33653,1283,0.825480837,0.632327685,0,0.157974582,,0.096719716,,,,,,,,,,,0.00417907,0,,,0.007528051,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.026162125,,,,,,,,,,0.02802267,,,,0.010361804,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.632327685,0.00417907,0.007528051,0.007528051
8336,1953,8,Baden-Württemberg,31848,21114,20143,971,0.662961567,0.448375485,0,0.240740741,,0.161930473,,,,,,,,,,,0.014776925,0,,,0.017287108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.024628209,,,,,,,,,,0.035805627,,,,0.010466989,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.448375485,0.014776925,0.017287108,0.017287108
8337,1953,8,Baden-Württemberg,58200,47648,46024,1624,0.818694158,0.623488919,0,0.183722297,,0.064367864,,,,,,,,,,,0.008185024,0,,,0.019266286,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.023127938,,,,,,,,,,0.03771407,,,,0.006044325,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.623488919,0.008185024,0.019266286,0.019266286
8338,1953,8,Baden-Württemberg,48691,40161,38614,1547,0.824813621,0.570503723,0,0.163143348,,0.136898982,,,,,,,,,,,0.00677274,0,,,0.014342272,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.014790468,,,,,,,,,,0.046786684,,,,0.008241827,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0.570503723,0.00677274,0.014342272,0.014342272
