Country,PDOid,PDOnam,Registration,WineNam,Color,Category,Main_var,Second_var,Max_yield_hl,Max_yield_kg,Min_density,Info
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Turchetta Classico,Red,Wine,Turchetta N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N,84,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Refosco P.r,Red,Wine,Refosco Dal Peduncolo Rosso N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Regent N; Syrah N; Turchetta N,na,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Refosco P.r. Classico,Red,Wine,Refosco Dal Peduncolo Rosso N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Regent N; Syrah N; Turchetta N,84,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Refosco P.r. Riserva,Red,Wine,Refosco Dal Peduncolo Rosso N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Regent N; Syrah N; Turchetta N,na,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Corbina,Red,Wine,Corbina N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,12000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Corbina Classico,Red,Wine,Corbina N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,77,12000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Cavrara,Red,Wine,Cavrara N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,12000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Cavrara Classico,Red,Wine,Cavrara N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Piave N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,77,12000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Vin da Viajo (liquoroso),Red,Liqueur Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Vin da Viajo (liquoroso) Classico,Red,Liqueur Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,84,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Vin da Viajo (liquoroso) Riserva,Red,Liqueur Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,13000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Spumante Bianco,Red,Quality Sparkling Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,98,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Spumante Rosato,Red,Quality Sparkling Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,98,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Spumante Bianco Storico,Red,Quality Sparkling Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,98,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Spumante Rosato Storico,Red,Quality Sparkling Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,98,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Rosso,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Raboso Piave N; Raboso Veronese N,na,98,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Rosso Classico,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Raboso Piave N; Raboso Veronese N,na,91,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0466,Bagnoli di Sopra/Bagnoli,4/14/2004 0:00,Bagnoli di Sopra/Bagnoli Rosso Riserva,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenere N; Merlot N; Raboso Piave N; Raboso Veronese N,na,98,14000,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004723
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,84,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Riserva,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Vendemmia Tardiva,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Passito,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,54,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Classico,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,77,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Classico Passito,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,49,,,
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Classico Riserva,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
IT,PDO-IT-A0467,Bagnoli Friularo/Friularo di Bagnoli,12/12/2011 0:00,Bagnoli Friularo/Friularo di Bagnoli Classico Vendemmia Tardiva,Red,Wine,Raboso Piave N,Ancellotta N; Barbera N; Cabernet Carbon N; Cabernet Cortis N; Cabernet Eidos N; Cabernet Franc N; Cabernet Sauvignon N; Cabernet Volos N; Carmenere N; Cavrara N; Corbina N; Julius N; Malbech N; Manzoni Moscato N; Marselan N; Marzemina Grossa N; Marzemino N; Merlot Kanthus N; Merlot Khorus N; Merlot N; Petit Verdot N; Pinot Nero N; Prior N; Raboso Veronese N; Refosco Dal Peduncolo Rosso N; Regent N; Syrah N; Turchetta N,na,na,2500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004722
FR,PDO-FR-A0485,Bandol,9/18/1973 0:00,Bandol,Red,Wine,Cinsaut N; Grenache N; Mourvèdre N,Carignan N; Syrah N,40,na,5000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000101
FR,PDO-FR-A0485,Bandol,9/18/1973 0:00,Bandol,Rosé,Wine,Cinsaut N; Grenache N; Mourvèdre N,Bourboulenc B; Carignan N; Clairette B; Syrah N; Ugni Blanc B,40,na,5000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000101
FR,PDO-FR-A0485,Bandol,9/18/1973 0:00,Bandol,White,Wine,Bourboulenc B; Clairette B; Ugni Blanc B,Marsanne B; Sauvignon B; Semillon B; Vermentino B,40,na,5000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000000101
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Rimage,Red,Liqueur Wine,Grenache N,Carignan N; Cinsaut N; Counoise N; Grenache Gris G; Mourvèdre N; Syrah N,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Traditionnel,Red,Liqueur Wine,Grenache Gris G; Grenache N,Carignan N; Cinsaut N; Counoise N; Mourvèdre N; Syrah N,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Traditionnel Hors d’Âge,Red,Liqueur Wine,Grenache Gris G; Grenache N,Carignan N; Cinsaut N; Counoise N; Mourvèdre N; Syrah N,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Traditionnel Hors d’Âge Rancio,Red,Liqueur Wine,Grenache Gris G; Grenache N,Carignan N; Cinsaut N; Counoise N; Mourvèdre N; Syrah N,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Rosé,Rosé,Liqueur Wine,Grenache Blanc B; Grenache Gris G; Grenache N; Macabeu B; Tourbat B,Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Ambré,White,Liqueur Wine,Grenache Blanc B; Grenache Gris G; Macabeu B; Tourbat B,Carignan Blanc B; Marsanne B; Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B; Roussanne B; Vermentino B,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Blanc,White,Liqueur Wine,Grenache Blanc B; Grenache Gris G; Macabeu B; Tourbat B,Carignan Blanc B; Marsanne B; Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B; Roussanne B; Vermentino B,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Ambré Hors d’Âge,White,Liqueur Wine,Grenache Blanc B; Grenache Gris G; Macabeu B; Tourbat B,Carignan Blanc B; Marsanne B; Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B; Roussanne B; Vermentino B,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0672,Banyuls,9/18/1973 0:00,Banyuls Ambré Hors d’Âge Rancio,White,Liqueur Wine,Grenache Blanc B; Grenache Gris G; Macabeu B; Tourbat B,Carignan Blanc B; Marsanne B; Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B; Roussanne B; Vermentino B,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002961
FR,PDO-FR-A0673,Banyuls Grand Cru,12/14/2011 0:00,Banyuls Grand Cru,Red,Liqueur Wine,Grenache Blanc B; Grenache Gris G; Grenache N; Macabeu B; Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B; Tourbat B,Carignan N; Cinsaut N; Counoise N; Mourvèdre N; Syrah N,40,na,4000,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000002985
IT,PDO-IT-A1399,Barbaresco,9/18/1973 0:00,Barbaresco,Red,Wine,Nebbiolo N,na,56,8000,3500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004886
IT,PDO-IT-A1399,Barbaresco,9/18/1973 0:00,Barbaresco Riserva,Red,Wine,Nebbiolo N,na,56,8000,3500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004886
IT,PDO-IT-A1399,Barbaresco,9/18/1973 0:00,Barbaresco con Menzione Geografica,Red,Wine,Nebbiolo N,na,56,8000,3500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004886
IT,PDO-IT-A1399,Barbaresco,9/18/1973 0:00,Barbaresco con Menzione Geografica Riserva,Red,Wine,Nebbiolo N,na,56,8000,3500,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000004886
IT,PDO-IT-A1068,Barbera d’Alba,9/18/1973 0:00,Barbera d’Alba,Red,Wine,Barbera N; Nebbiolo N,na,70,10000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000003821
IT,PDO-IT-A1068,Barbera d’Alba,9/18/1973 0:00,Barbera d’Alba (con Menzione Vigna),Red,Wine,Barbera N; Nebbiolo N,na,na,9000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000003821
IT,PDO-IT-A1068,Barbera d’Alba,9/18/1973 0:00,Barbera d’Alba Superiore,Red,Wine,Barbera N; Nebbiolo N,na,70,10000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000003821
IT,PDO-IT-A1068,Barbera d’Alba,9/18/1973 0:00,Barbera d’Alba Superiore (con Menzione Vigna),Red,Wine,Barbera N; Nebbiolo N,na,na,9000,3300,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000003821
